datetime,station_id,station_name,latitude,longitude,district,PM25,PM10,SO2,NO2,O3,CO,AQI,temperature,humidity,wind_speed,wind_direction,precipitation,pressure,data_mode
2026-08-23 20:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,21.9,32.0,13.3,27.3,53.1,0.79,31,22.0,50.3,1.9,205.8,0.0,1016.8,DEMO
2026-08-23 21:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,20.3,29.0,14.3,27.6,61.3,0.78,29,24.3,44.1,1.9,274.2,0.0,1012.7,DEMO
2026-08-23 21:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,20.4,28.8,8.5,37.8,51.2,0.66,29,22.3,39.2,2.1,118.1,0.0,1010.7,DEMO
2026-08-23 21:00:00,HHHT003,呼市一监,40.81,111.67,回民区,23.8,31.6,12.3,36.2,34.6,0.61,34,21.3,29.4,2.6,331.7,0.0,1011.1,DEMO
2026-08-23 21:00:00,HHHT004,小召前街,40.805,111.665,回民区,30.2,42.4,15.2,35.1,51.7,0.71,43,21.4,58.7,2.3,4.9,0.0,1016.9,DEMO
2026-08-23 21:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,34.6,46.6,18.6,18.7,30.8,0.85,49,29.4,44.3,2.1,130.1,0.0,1014.5,DEMO
2026-08-23 21:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,16.2,24.2,11.4,24.2,48.1,0.68,23,19.8,39.7,3.3,181.6,0.0,1011.2,DEMO
2026-08-23 22:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,22.3,33.4,12.1,30.5,43.0,0.77,32,21.2,37.9,4.4,117.6,0.0,1015.6,DEMO
2026-08-23 22:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,25.7,35.8,10.7,36.3,35.6,0.73,37,21.7,47.0,2.6,254.6,0.0,1018.2,DEMO
2026-08-23 22:00:00,HHHT003,呼市一监,40.81,111.67,回民区,23.2,31.9,13.1,31.2,57.7,0.73,33,25.9,31.9,1.2,309.5,0.0,1014.7,DEMO
2026-08-23 22:00:00,HHHT004,小召前街,40.805,111.665,回民区,39.0,50.8,12.1,40.6,53.2,0.82,55,21.9,40.5,2.3,46.4,0.0,1012.8,DEMO
2026-08-23 22:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,16.9,21.4,19.7,38.7,44.3,0.73,24,20.2,48.7,5.1,98.3,0.0,1015.1,DEMO
2026-08-23 22:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,19.9,26.6,13.6,38.3,52.0,0.71,28,28.7,61.7,2.3,180.6,0.0,1015.3,DEMO
2026-08-23 23:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,26.0,34.2,15.1,33.1,55.9,0.93,37,22.4,52.0,2.0,255.7,0.0,1007.9,DEMO
2026-08-23 23:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,26.8,39.7,13.2,26.0,56.6,0.85,38,19.8,70.1,3.6,308.1,3.9,1011.9,DEMO
2026-08-23 23:00:00,HHHT003,呼市一监,40.81,111.67,回民区,26.7,35.8,14.2,33.4,50.8,0.92,38,21.2,48.7,2.7,248.9,0.0,1013.6,DEMO
2026-08-23 23:00:00,HHHT004,小召前街,40.805,111.665,回民区,21.3,27.4,14.9,28.6,53.0,0.69,30,19.8,35.4,3.2,348.6,0.0,1009.2,DEMO
2026-08-23 23:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,27.3,36.3,10.2,36.8,34.8,0.85,39,22.0,39.3,5.5,107.7,0.0,1012.8,DEMO
2026-08-23 23:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,17.7,23.9,10.8,28.9,49.4,0.76,25,23.3,42.5,2.6,201.7,0.0,1009.5,DEMO
2026-08-24 00:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,5.0,6.4,14.0,31.6,56.0,0.58,7,24.0,50.9,4.3,63.2,0.0,1007.3,DEMO
2026-08-24 00:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,35.7,49.2,12.3,35.8,52.9,0.8,51,19.6,52.7,3.0,184.5,0.0,1013.0,DEMO
2026-08-24 00:00:00,HHHT003,呼市一监,40.81,111.67,回民区,25.5,34.9,14.4,37.0,51.6,0.82,36,26.2,47.9,3.3,343.1,0.0,1007.9,DEMO
2026-08-24 00:00:00,HHHT004,小召前街,40.805,111.665,回民区,38.0,47.6,12.7,34.1,51.2,0.96,54,18.8,36.2,2.3,92.9,0.0,1013.1,DEMO
2026-08-24 00:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,11.2,16.7,16.6,23.8,48.5,0.66,16,18.8,28.1,4.9,213.4,0.0,1012.7,DEMO
2026-08-24 00:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,20.6,30.2,10.1,18.6,57.0,0.87,29,19.6,43.0,1.2,152.3,0.0,1013.5,DEMO
2026-08-24 01:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,21.9,29.6,18.1,30.5,54.8,0.64,31,22.5,56.1,4.0,51.4,0.0,1011.6,DEMO
2026-08-24 01:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,18.4,24.5,11.7,20.0,61.7,0.76,26,23.0,47.4,3.6,88.5,0.0,1010.2,DEMO
2026-08-24 01:00:00,HHHT003,呼市一监,40.81,111.67,回民区,19.8,25.7,15.6,31.3,50.7,0.67,28,30.4,47.0,3.8,41.0,0.0,1004.1,DEMO
2026-08-24 01:00:00,HHHT004,小召前街,40.805,111.665,回民区,32.8,43.2,10.5,38.8,53.7,0.83,47,25.8,24.3,4.0,63.9,0.0,1010.3,DEMO
2026-08-24 01:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,24.9,33.2,9.3,29.6,40.6,0.75,36,24.1,67.5,2.8,305.9,0.0,1017.8,DEMO
2026-08-24 01:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,4.2,6.9,11.2,31.8,57.0,0.56,6,16.5,40.0,2.1,277.7,2.5,1015.0,DEMO
2026-08-24 02:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,10.7,15.4,13.0,31.2,49.4,0.76,15,19.8,47.2,0.3,276.9,0.0,1015.4,DEMO
2026-08-24 02:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,24.6,36.9,10.2,34.7,60.1,0.93,35,25.6,64.7,3.7,280.2,0.0,1012.9,DEMO
2026-08-24 02:00:00,HHHT003,呼市一监,40.81,111.67,回民区,25.1,37.2,9.2,38.2,59.1,0.79,36,17.9,43.6,3.3,279.0,0.0,1014.4,DEMO
2026-08-24 02:00:00,HHHT004,小召前街,40.805,111.665,回民区,20.0,26.4,13.2,30.6,53.7,0.62,29,22.2,17.3,5.3,294.9,0.0,1010.6,DEMO
2026-08-24 02:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,14.5,19.6,4.4,31.1,58.9,0.59,21,19.3,26.8,1.9,282.0,0.0,1012.6,DEMO
2026-08-24 02:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,4.9,8.0,14.2,27.7,52.2,0.72,7,22.0,43.6,0.9,305.8,1.2,1007.5,DEMO
2026-08-24 03:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,12.6,16.3,16.1,34.9,48.6,0.59,18,22.2,42.3,2.8,248.5,0.0,1015.3,DEMO
2026-08-24 03:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,14.3,18.2,11.1,23.1,45.4,0.68,20,25.1,51.5,1.0,56.2,0.0,1007.5,DEMO
2026-08-24 03:00:00,HHHT003,呼市一监,40.81,111.67,回民区,13.9,20.5,13.4,29.7,48.0,0.71,20,17.9,35.2,2.7,327.3,0.0,1008.7,DEMO
2026-08-24 03:00:00,HHHT004,小召前街,40.805,111.665,回民区,22.4,29.9,15.4,28.8,38.2,0.87,32,22.7,15,1.6,33.9,0.0,1011.3,DEMO
2026-08-24 03:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,22.7,32.6,9.1,32.8,50.8,0.81,32,17.4,35.7,0.6,36.5,0.0,1006.1,DEMO
2026-08-24 03:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,12.2,15.7,13.6,30.6,56.4,0.69,17,19.2,33.7,3.0,92.9,0.0,1008.9,DEMO
2026-08-24 04:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,5.0,7.4,6.0,22.7,50.5,0.57,7,28.2,21.0,3.3,212.5,0.0,1008.2,DEMO
2026-08-24 04:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,27.6,35.0,14.8,33.2,63.5,0.9,39,22.5,39.7,3.0,73.5,0.0,1009.4,DEMO
2026-08-24 04:00:00,HHHT003,呼市一监,40.81,111.67,回民区,17.7,29.0,15.7,32.9,50.1,0.7,25,23.7,57.3,2.5,155.5,3.1,1009.2,DEMO
2026-08-24 04:00:00,HHHT004,小召前街,40.805,111.665,回民区,26.3,36.0,13.6,24.3,59.0,0.76,38,23.4,51.1,2.5,108.9,0.0,1015.7,DEMO
2026-08-24 04:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,11.0,15.2,15.1,34.5,40.8,0.8,16,21.4,54.7,1.4,242.7,0.0,1011.0,DEMO
2026-08-24 04:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,13.3,16.9,10.5,34.7,45.9,0.59,19,24.7,43.0,2.5,304.4,0.0,1020.0,DEMO
2026-08-24 05:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,10.1,14.5,10.4,26.9,65.8,0.65,14,19.6,52.3,5.1,28.4,0.0,1004.3,DEMO
2026-08-24 05:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,19.5,30.4,12.0,34.4,59.0,0.63,28,23.8,51.3,2.9,146.6,1.4,1011.9,DEMO
2026-08-24 05:00:00,HHHT003,呼市一监,40.81,111.67,回民区,21.8,30.6,12.6,23.2,56.4,0.9,31,21.7,53.6,2.6,190.4,0.0,1008.4,DEMO
2026-08-24 05:00:00,HHHT004,小召前街,40.805,111.665,回民区,27.4,37.9,17.5,34.3,42.7,1.0,39,22.4,41.0,3.7,176.8,0.0,1010.9,DEMO
2026-08-24 05:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,6.4,10.6,17.7,27.9,65.9,0.72,9,28.7,49.4,4.5,250.6,0.7,1005.4,DEMO
2026-08-24 05:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,8.5,12.6,18.3,26.9,54.1,0.7,12,22.9,38.0,2.5,321.4,0.0,1007.5,DEMO
2026-08-24 06:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,5.4,6.9,8.8,32.8,54.6,0.75,8,20.4,40.2,1.5,181.0,0.0,1012.8,DEMO
2026-08-24 06:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,31.2,45.6,12.7,37.9,58.6,0.89,45,20.4,43.4,2.6,168.3,0.0,1012.6,DEMO
2026-08-24 06:00:00,HHHT003,呼市一监,40.81,111.67,回民区,30.9,45.1,15.8,30.4,47.2,0.88,44,23.6,51.6,0.9,163.0,0.0,1019.3,DEMO
2026-08-24 06:00:00,HHHT004,小召前街,40.805,111.665,回民区,27.5,38.9,13.1,29.2,51.4,0.84,39,21.5,59.1,3.0,299.9,0.0,1010.6,DEMO
2026-08-24 06:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,21.0,30.4,10.5,39.6,51.8,0.92,30,18.5,69.6,4.3,4.9,0.0,1013.2,DEMO
2026-08-24 06:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,12.8,17.9,12.9,29.8,49.7,0.72,18,23.0,39.5,4.5,14.5,0.0,1014.0,DEMO
2026-08-24 07:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,24.8,35.0,13.5,26.7,50.3,0.82,35,21.1,53.1,3.4,30.9,0.0,1006.6,DEMO
2026-08-24 07:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,35.1,49.7,11.2,36.5,53.8,0.9,50,21.8,21.8,2.6,358.5,0.0,1009.9,DEMO
2026-08-24 07:00:00,HHHT003,呼市一监,40.81,111.67,回民区,30.3,44.5,12.5,27.4,42.3,0.75,43,19.4,62.7,2.5,293.4,0.0,1007.1,DEMO
2026-08-24 07:00:00,HHHT004,小召前街,40.805,111.665,回民区,33.3,48.3,16.5,31.3,42.3,0.93,48,20.5,67.1,3.9,27.8,0.0,1014.0,DEMO
2026-08-24 07:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,25.2,32.1,6.2,36.9,49.2,0.71,36,22.2,48.1,3.6,27.7,0.0,1012.8,DEMO
2026-08-24 07:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,20.4,29.7,16.2,25.8,54.2,0.81,29,26.7,50.3,2.5,282.2,0.0,1010.5,DEMO
2026-08-24 08:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,19.9,29.7,14.8,27.3,51.7,0.8,28,19.6,36.1,4.1,215.9,0.0,1002.8,DEMO
2026-08-24 08:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,34.8,48.8,16.2,30.3,55.8,1.03,50,24.0,59.6,2.9,18.6,0.0,1010.3,DEMO
2026-08-24 08:00:00,HHHT003,呼市一监,40.81,111.67,回民区,33.4,47.3,12.8,34.8,57.4,0.9,48,23.2,51.2,2.7,356.0,0.0,1015.2,DEMO
2026-08-24 08:00:00,HHHT004,小召前街,40.805,111.665,回民区,39.3,51.5,13.9,37.1,49.1,1.06,55,22.2,23.2,3.1,31.6,0.0,1017.9,DEMO
2026-08-24 08:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,14.3,18.7,12.3,30.3,57.1,0.77,20,22.2,41.2,5.0,167.0,0.0,1012.1,DEMO
2026-08-24 08:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,13.0,16.4,13.2,24.7,42.4,0.69,19,23.3,55.9,1.3,338.0,0.0,1006.2,DEMO
2026-08-24 09:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,15.3,20.8,14.8,25.8,62.6,0.76,22,16.9,29.4,2.4,48.3,0.0,1015.1,DEMO
2026-08-24 09:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,26.4,37.6,18.9,35.7,53.8,0.75,38,23.1,51.4,4.7,46.3,0.0,1004.1,DEMO
2026-08-24 09:00:00,HHHT003,呼市一监,40.81,111.67,回民区,25.4,34.9,12.1,35.4,30.9,0.87,36,17.3,47.5,1.0,358.7,0.0,1013.5,DEMO
2026-08-24 09:00:00,HHHT004,小召前街,40.805,111.665,回民区,40.6,52.9,18.7,33.6,75.6,0.78,57,26.0,56.7,0.8,316.8,0.0,1014.6,DEMO
2026-08-24 09:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,21.0,26.8,11.4,22.7,47.3,0.76,30,25.5,52.7,2.6,139.9,0.0,1014.1,DEMO
2026-08-24 09:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,25.9,38.2,13.2,32.4,49.6,0.89,37,21.4,34.0,3.8,69.1,0.0,1019.4,DEMO
2026-08-24 10:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,16.8,23.5,13.4,32.4,43.6,0.79,24,21.5,30.2,2.3,89.8,0.0,1014.3,DEMO
2026-08-24 10:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,28.1,42.0,13.6,39.8,51.6,0.81,40,18.9,28.8,2.5,350.8,0.0,1012.1,DEMO
2026-08-24 10:00:00,HHHT003,呼市一监,40.81,111.67,回民区,30.5,44.2,16.6,25.5,42.2,0.88,44,18.5,38.5,2.0,125.6,0.0,1006.1,DEMO
2026-08-24 10:00:00,HHHT004,小召前街,40.805,111.665,回民区,35.4,49.7,15.5,30.8,41.7,0.88,51,24.4,39.0,4.9,24.1,0.0,1008.8,DEMO
2026-08-24 10:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,15.5,20.1,13.3,34.7,59.2,0.76,22,27.5,53.9,2.6,119.5,0.0,1013.6,DEMO
2026-08-24 10:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,21.1,28.9,10.6,35.1,62.5,0.95,30,25.3,19.5,3.0,244.7,0.0,1011.0,DEMO
2026-08-24 11:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,11.2,14.0,13.4,33.1,74.5,0.54,16,21.0,56.0,4.5,252.7,0.0,1011.7,DEMO
2026-08-24 11:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,32.4,40.9,12.1,35.6,43.1,0.89,46,14.5,30.0,4.1,216.2,0.0,1009.8,DEMO
2026-08-24 11:00:00,HHHT003,呼市一监,40.81,111.67,回民区,25.8,35.6,9.9,26.1,59.9,0.71,37,24.1,66.7,3.4,346.6,0.0,1009.0,DEMO
2026-08-24 11:00:00,HHHT004,小召前街,40.805,111.665,回民区,21.4,27.6,13.0,29.5,41.0,0.62,31,22.5,52.7,2.8,354.0,0.0,1015.1,DEMO
2026-08-24 11:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,24.8,37.2,13.6,32.4,52.1,0.78,35,20.3,51.4,3.5,356.1,0.0,1016.0,DEMO
2026-08-24 11:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,14.3,18.0,14.2,39.6,52.2,0.7,20,21.7,30.6,3.5,207.2,0.0,1012.0,DEMO
2026-08-24 12:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,25.3,32.4,13.3,27.5,59.5,0.78,36,16.0,35.2,2.5,350.1,0.0,1016.6,DEMO
2026-08-24 12:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,28.2,40.9,15.2,33.2,72.2,0.8,40,18.8,53.8,4.5,349.3,0.0,1017.4,DEMO
2026-08-24 12:00:00,HHHT003,呼市一监,40.81,111.67,回民区,33.1,46.6,11.7,31.0,57.9,0.78,47,21.4,57.1,3.0,353.5,0.0,1015.6,DEMO
2026-08-24 12:00:00,HHHT004,小召前街,40.805,111.665,回民区,31.7,44.7,14.8,33.9,61.8,0.81,45,21.1,38.1,3.3,265.6,0.0,1015.1,DEMO
2026-08-24 12:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,26.6,37.8,14.9,34.5,67.9,0.79,38,11.2,49.8,4.4,110.6,0.0,1011.3,DEMO
2026-08-24 12:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,9.2,12.9,12.8,20.7,42.9,0.52,13,20.7,60.3,1.8,36.3,0.0,1009.9,DEMO
2026-08-24 13:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,9.4,11.9,12.5,23.8,74.4,0.76,13,23.1,35.1,3.3,80.4,0.0,1021.2,DEMO
2026-08-24 13:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,34.2,46.9,16.5,36.6,60.7,0.8,49,23.3,52.3,1.2,167.6,0.0,1010.2,DEMO
2026-08-24 13:00:00,HHHT003,呼市一监,40.81,111.67,回民区,12.9,18.9,14.1,30.4,50.0,0.65,18,17.8,33.1,3.1,320.4,0.0,1017.8,DEMO
2026-08-24 13:00:00,HHHT004,小召前街,40.805,111.665,回民区,28.8,38.5,10.8,26.0,60.2,0.8,41,18.3,43.9,2.9,336.2,0.0,1014.3,DEMO
2026-08-24 13:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,15.0,18.9,9.5,37.9,50.2,0.62,21,17.9,36.1,2.9,193.8,0.0,1006.3,DEMO
2026-08-24 13:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,12.8,22.2,21.0,29.3,62.4,0.7,18,16.2,48.6,4.4,265.1,1.5,1001.7,DEMO
2026-08-24 14:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,14.1,20.0,14.9,27.5,62.7,0.8,20,19.4,41.8,2.5,273.2,0.0,1012.1,DEMO
2026-08-24 14:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,24.6,35.0,9.6,26.7,59.8,0.93,35,20.5,37.7,4.7,252.0,0.0,1011.1,DEMO
2026-08-24 14:00:00,HHHT003,呼市一监,40.81,111.67,回民区,26.8,39.7,10.0,31.7,67.3,0.93,38,21.8,52.7,2.6,151.7,0.0,1018.7,DEMO
2026-08-24 14:00:00,HHHT004,小召前街,40.805,111.665,回民区,31.6,42.6,12.5,34.9,52.1,0.7,45,23.3,43.0,3.0,160.6,0.0,1012.3,DEMO
2026-08-24 14:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,21.4,29.1,13.4,25.2,60.1,0.85,31,19.6,43.1,3.0,16.5,0.0,1014.3,DEMO
2026-08-24 14:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,15.8,21.5,13.2,36.7,62.0,0.81,23,21.8,45.2,3.6,183.1,0.0,1015.0,DEMO
2026-08-24 15:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,19.9,26.3,12.3,31.3,60.9,0.84,28,22.7,56.0,4.2,357.1,0.0,1007.6,DEMO
2026-08-24 15:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,29.6,42.1,13.6,41.6,48.0,1.0,42,21.8,34.9,4.2,13.7,0.0,1014.5,DEMO
2026-08-24 15:00:00,HHHT003,呼市一监,40.81,111.67,回民区,26.3,39.0,12.3,28.5,62.4,0.76,38,19.2,30.8,1.8,77.9,0.0,1011.0,DEMO
2026-08-24 15:00:00,HHHT004,小召前街,40.805,111.665,回民区,37.4,55.9,13.9,36.5,64.5,0.99,53,24.6,44.9,3.6,353.6,0.0,1003.7,DEMO
2026-08-24 15:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,28.9,36.7,12.5,33.0,59.7,0.91,41,24.5,53.1,4.2,135.6,0.0,1011.2,DEMO
2026-08-24 15:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,21.8,31.7,17.6,31.5,57.9,0.79,31,21.3,32.7,4.7,333.8,0.0,1014.1,DEMO
2026-08-24 16:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,15.2,25.3,16.6,37.9,70.1,0.66,22,19.9,50.5,3.6,233.9,0.1,1017.2,DEMO
2026-08-24 16:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,32.1,40.7,12.5,34.8,53.6,0.79,46,21.0,67.7,3.5,255.4,0.0,1008.7,DEMO
2026-08-24 16:00:00,HHHT003,呼市一监,40.81,111.67,回民区,33.6,44.2,17.6,38.7,70.0,1.0,48,23.5,42.4,2.2,263.6,0.0,1009.7,DEMO
2026-08-24 16:00:00,HHHT004,小召前街,40.805,111.665,回民区,22.0,31.4,7.4,26.2,57.1,0.74,31,21.7,36.6,2.8,58.8,0.0,1014.4,DEMO
2026-08-24 16:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,13.7,19.3,15.4,25.9,60.0,0.85,20,22.9,41.0,6.1,145.9,0.0,1006.2,DEMO
2026-08-24 16:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,5.0,7.3,7.6,26.5,61.5,0.8,7,18.2,52.8,3.6,55.3,0.0,1009.9,DEMO
2026-08-24 17:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,26.2,36.0,14.3,37.6,50.1,0.77,37,27.9,33.0,4.3,291.0,0.0,1017.8,DEMO
2026-08-24 17:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,25.8,34.6,12.4,22.0,64.1,0.69,37,24.9,63.3,1.7,347.5,0.0,1012.2,DEMO
2026-08-24 17:00:00,HHHT003,呼市一监,40.81,111.67,回民区,26.5,35.9,12.4,32.5,62.2,0.82,38,21.6,44.4,2.6,236.7,0.0,1015.5,DEMO
2026-08-24 17:00:00,HHHT004,小召前街,40.805,111.665,回民区,34.1,49.4,9.7,35.5,51.1,0.91,49,16.8,61.8,4.3,25.2,0.0,1004.8,DEMO
2026-08-24 17:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,32.6,41.9,14.4,42.5,55.7,0.87,47,24.7,36.1,1.6,151.3,0.0,1013.4,DEMO
2026-08-24 17:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,13.6,20.3,16.0,32.7,41.7,0.8,19,18.4,48.2,2.7,111.2,0.0,1016.4,DEMO
2026-08-24 18:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,17.2,25.4,14.9,35.1,56.6,0.88,25,25.4,58.1,2.7,233.7,0.0,1012.8,DEMO
2026-08-24 18:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,38.5,50.5,11.6,27.6,43.2,0.67,54,20.6,66.1,3.0,185.6,0.0,1010.1,DEMO
2026-08-24 18:00:00,HHHT003,呼市一监,40.81,111.67,回民区,27.7,40.0,13.4,21.2,40.0,0.75,40,20.6,58.5,2.7,309.4,0.0,1013.6,DEMO
2026-08-24 18:00:00,HHHT004,小召前街,40.805,111.665,回民区,29.0,42.6,15.7,25.6,62.9,0.81,41,24.7,60.6,1.9,305.2,0.0,1007.4,DEMO
2026-08-24 18:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,33.8,44.2,8.1,39.9,50.6,0.89,48,22.5,42.4,1.3,319.6,0.0,1015.9,DEMO
2026-08-24 18:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,17.5,23.0,17.2,33.3,55.2,0.82,25,15.5,55.0,4.0,221.1,0.0,1011.6,DEMO
2026-08-24 19:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,21.2,26.9,13.4,31.8,56.8,0.77,30,21.3,38.5,3.4,58.3,0.0,1016.3,DEMO
2026-08-24 19:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,39.8,53.3,15.9,29.9,32.3,1.16,56,20.8,50.7,1.1,355.3,0.0,1010.6,DEMO
2026-08-24 19:00:00,HHHT003,呼市一监,40.81,111.67,回民区,24.8,32.3,11.2,30.6,52.2,0.61,35,24.0,45.8,3.7,87.9,0.0,1005.8,DEMO
2026-08-24 19:00:00,HHHT004,小召前街,40.805,111.665,回民区,39.4,55.0,20.6,28.5,60.0,0.93,56,18.0,59.4,0.3,236.3,0.0,1012.4,DEMO
2026-08-24 19:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,26.9,35.3,13.3,38.1,61.8,0.78,38,26.0,53.0,2.5,203.6,0.0,1021.0,DEMO
2026-08-24 19:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,13.9,20.9,14.7,27.2,53.9,0.61,20,24.8,43.1,3.5,110.9,1.9,1010.1,DEMO
2026-08-24 20:00:00,HHHT001,呼和浩特市环境监测中心站,40.8421,111.749,新城区,29.4,42.9,14.7,22.9,54.6,0.81,42,23.3,63.2,0.3,340.7,0.0,1009.4,DEMO
2026-08-24 20:00:00,HHHT002,如意开发区,40.825,111.8,赛罕区,33.4,49.9,16.1,32.8,61.3,0.7,48,21.0,40.6,4.7,318.6,0.0,999.8,DEMO
2026-08-24 20:00:00,HHHT003,呼市一监,40.81,111.67,回民区,28.4,35.5,14.0,34.9,63.1,0.85,41,24.5,31.1,1.6,83.6,0.0,1018.6,DEMO
2026-08-24 20:00:00,HHHT004,小召前街,40.805,111.665,回民区,26.4,36.9,11.7,35.1,46.3,0.79,38,21.7,37.0,1.3,87.1,0.0,1012.6,DEMO
2026-08-24 20:00:00,HHHT005,二十九中,40.78,111.7,玉泉区,19.4,32.7,12.7,33.8,43.2,0.92,28,17.9,50.0,4.5,269.3,0.8,1021.3,DEMO
2026-08-24 20:00:00,HHHT006,工大金川校区,40.76,111.62,土默特左旗,20.0,29.7,12.5,31.1,52.9,0.92,29,26.1,51.1,4.3,179.6,0.0,1010.2,DEMO
